task_id,code_of_stage,date_time_send,next_stage
330367,stage3,2023-11-05 - 13:44,Rejected
330367,stage1,2023-10-22 - 17:30,stage2
330367,stage2,2023-09-26 - 18:04,stage3
330367,stage3,2023-10-25 - 12:33,Rejected
330367,stage1,2023-10-12 - 13:20,stage2
330367,stage2,2023-10-17 - 13:25,stage3
330367,stage3,2023-11-13 - 13:52,stage4
330403,stage1,2023-05-22 - 11:01,stage2
330403,stage2,2023-05-25 - 08:04,Rejected
330403,stage1,2023-06-18 - 16:28,stage2
330403,stage2,2023-07-09 - 10:49,stage3
330403,stage3,2023-06-29 - 07:08,Rejected
330403,stage1,2023-07-01 - 07:10,stage2
330403,stage2,2023-07-15 - 07:24,Rejected
330403,stage1,2023-07-20 - 07:29,stage2
330403,stage2,2023-07-30 - 07:39,stage3
330403,stage3,2023-08-18 - 07:58,Rejected
330403,stage1,2023-07-20 - 10:29,stage2
330403,stage2,2023-07-29 - 12:38,stage3
330403,stage3,2023-07-05 - 06:14,Rejected
330403,stage1,2023-09-14 - 06:54,stage2
330403,stage2,2023-09-17 - 06:57,Rejected
330403,stage1,2023-08-06 - 14:15,stage2
330403,stage2,2023-09-14 - 08:54,stage3
330403,stage3,2023-07-27 - 09:05,Rejected
330403,stage1,2023-09-04 - 09:44,stage2
330403,stage2,2023-09-10 - 09:50,stage3
330403,stage3,2023-09-19 - 09:59,Rejected
330403,stage1,2023-07-25 - 10:03,stage2
330403,stage2,2023-07-27 - 10:05,stage3
330403,stage3,2023-07-24 - 12:02,stage4
330403,stage4,2023-09-26 - 21:04,stage5
330403,stage5,2023-11-20 - 21:59,stage6
330563,stage1,2023-08-30 - 11:39,stage2
330563,stage2,2023-08-11 - 13:20,Rejected
330563,stage1,2023-09-26 - 11:35,stage2
330563,stage2,2023-09-10 - 08:19,stage3
330563,stage3,2023-10-09 - 09:48,Rejected
330563,stage1,2023-09-05 - 12:14,stage2
330563,stage2,2023-08-26 - 13:04,stage3
330563,stage3,2023-10-10 - 15:49,Rejected
330563,stage1,2023-09-29 - 08:38,stage2
330563,stage2,2023-10-20 - 08:59,Rejected
330563,stage1,2023-08-30 - 09:08,stage2
330563,stage2,2023-09-01 - 09:10,stage3
330563,stage3,2023-11-19 - 10:58,stage4
330581,stage1,2023-07-01 - 04:41,stage2
330581,stage2,2023-06-08 - 06:18,stage3
330581,stage3,2023-07-12 - 07:21,stage4
330581,stage4,2023-08-12 - 07:52,Rejected
330581,stage1,2023-10-09 - 12:48,stage2
330581,stage2,2023-11-14 - 13:53,Rejected
330581,stage1,2023-09-26 - 07:04,stage2
330581,stage2,2023-11-12 - 08:51,stage3
330581,stage3,2023-10-21 - 09:29,stage4
330581,stage4,2023-10-21 - 09:29,stage5
330583,stage1,2023-07-11 - 10:51,stage2
330583,stage2,2023-06-20 - 11:30,stage3
330583,stage3,2023-07-02 - 09:42,stage4
330583,stage4,2023-08-19 - 07:59,Rejected
330583,stage1,2023-08-07 - 10:16,stage2
330583,stage2,2023-08-17 - 10:26,Rejected
330583,stage1,2023-08-14 - 11:23,stage2
330583,stage2,2023-09-14 - 12:54,Rejected
330583,stage1,2023-09-19 - 12:59,stage2
330583,stage2,2023-10-02 - 10:41,Rejected
330583,stage1,2023-10-11 - 10:50,stage2
330583,stage2,2023-09-30 - 08:39,stage3
330583,stage3,2023-10-04 - 12:43,stage4
330583,stage4,2023-10-04 - 21:12,stage5
330583,stage5,2023-10-02 - 22:10,stage6
330585,stage1,2023-06-18 - 10:28,stage2
330585,stage2,2023-05-27 - 12:06,stage3
330585,stage3,2023-05-31 - 09:10,stage4
330585,stage4,2023-06-23 - 08:02,Rejected
330585,stage1,2023-09-19 - 11:59,stage2
330585,stage2,2023-08-11 - 09:20,Rejected
330585,stage1,2023-09-19 - 11:59,stage2
330585,stage2,2023-10-04 - 08:43,stage3
330585,stage3,2023-09-16 - 12:25,stage4
330585,stage4,2023-09-27 - 07:05,stage5
330585,stage5,2023-10-06 - 09:14,stage6
330585,stage6,2023-09-24 - 15:02,stage7
330586,stage1,2023-06-17 - 13:27,stage2
330586,stage2,2023-07-10 - 12:50,Rejected
330586,stage1,2023-06-22 - 14:32,stage2
330586,stage2,2023-06-27 - 14:37,stage3
330586,stage3,2023-07-05 - 13:14,Rejected
330586,stage1,2023-06-29 - 12:08,stage2
330586,stage2,2023-07-30 - 10:39,Rejected
330586,stage1,2023-08-16 - 09:56,stage2
330586,stage2,2023-08-01 - 11:10,Rejected
330586,stage1,2023-08-24 - 10:33,stage2
330586,stage2,2023-10-08 - 12:16,Rejected
330586,stage1,2023-10-17 - 11:25,stage2
330586,stage2,2023-10-06 - 11:14,stage3
330586,stage3,2023-11-01 - 12:40,Rejected
330591,stage1,2023-06-02 - 10:12,stage2
330591,stage2,2023-05-31 - 12:10,stage3
330591,stage3,2023-06-14 - 09:24,stage4
330591,stage4,2023-06-22 - 08:01,Rejected
330591,stage1,2023-09-12 - 07:52,stage2
330591,stage2,2023-08-22 - 09:00,stage3
330591,stage3,2023-10-14 - 12:53,stage4
330591,stage4,2023-10-02 - 07:10,stage5
330591,stage5,2023-10-11 - 09:19,stage6
330591,stage6,2023-09-30 - 15:08,stage7
330592,stage1,2023-07-08 - 10:17,stage2
330592,stage2,2023-08-14 - 11:23,Rejected
330593,stage1,2023-06-12 - 10:22,stage2
330593,stage2,2023-06-30 - 10:40,stage3
330593,stage3,2023-08-14 - 06:54,stage4
330593,stage4,2023-08-13 - 07:53,Rejected
330593,stage1,2023-08-01 - 12:10,stage2
330593,stage2,2023-09-24 - 09:33,stage3
330593,stage3,2023-08-29 - 08:07,stage4
330593,stage4,2023-11-11 - 11:50,stage5
330593,stage5,2023-11-03 - 15:42,stage6
330593,stage6,2023-10-04 - 09:12,stage7
330593,stage7,2023-09-24 - 09:02,stage8
330594,stage1,2023-06-06 - 18:16,stage2
330594,stage2,2023-06-28 - 08:38,Rejected
330594,stage1,2023-06-16 - 10:26,stage2
330594,stage2,2023-08-06 - 12:15,Rejected
330594,stage1,2023-08-01 - 22:10,stage2
330594,stage2,2023-09-25 - 07:34,stage3
330594,stage3,2023-10-09 - 07:48,Rejected
330594,stage1,2023-09-30 - 22:08,stage2
330594,stage2,2023-10-27 - 08:35,stage3
330594,stage3,2023-11-07 - 09:46,Rejected
330594,stage1,2023-10-10 - 10:18,stage2
330594,stage2,2023-10-18 - 10:26,stage3
330595,stage1,2023-07-12 - 21:52,stage2
330595,stage2,2023-07-05 - 13:45,stage3
330595,stage3,2023-05-24 - 07:03,stage4
330595,stage4,2023-06-24 - 08:03,Rejected
330595,stage1,2023-08-01 - 10:10,stage2
330595,stage2,2023-08-23 - 11:01,Rejected
330595,stage1,2023-09-04 - 11:13,stage2
330595,stage2,2023-10-08 - 08:47,stage3
330595,stage3,2023-09-17 - 12:26,stage4
330595,stage4,2023-09-11 - 13:20,Rejected
330595,stage1,2023-09-12 - 10:21,stage2
330595,stage2,2023-09-18 - 10:27,stage3
330595,stage3,2023-09-29 - 11:38,stage4
330595,stage4,2023-10-04 - 19:43,stage5
330595,stage5,2023-10-29 - 19:37,Rejected
330595,stage1,2023-10-09 - 09:17,stage2
330595,stage2,2023-11-06 - 09:45,Rejected
330595,stage1,2023-11-06 - 11:45,stage2
330595,stage2,2023-09-28 - 14:06,stage3
330595,stage3,2023-11-18 - 09:57,stage4
330595,stage4,2023-10-22 - 12:30,stage5
330595,stage5,2023-10-19 - 13:27,stage6
330596,stage1,2023-10-05 - 23:13,stage2
330596,stage2,2023-10-29 - 08:37,Rejected
330596,stage1,2023-10-27 - 21:35,stage2
330596,stage2,2023-11-08 - 14:47,Rejected
330597,stage1,2023-05-29 - 17:08,stage2
330597,stage2,2023-05-31 - 12:10,stage3
330597,stage3,2023-06-25 - 09:04,stage4
330597,stage4,2023-08-06 - 13:46,Rejected
330597,stage1,2023-08-08 - 12:17,stage2
330597,stage2,2023-10-06 - 07:45,stage3
330597,stage3,2023-09-14 - 12:23,stage4
330597,stage4,2023-09-16 - 08:25,Rejected
330597,stage1,2023-08-30 - 13:08,stage2
330597,stage2,2023-10-04 - 13:43,stage3
330597,stage3,2023-10-09 - 11:48,stage4
330597,stage4,2023-11-06 - 07:45,stage5
330597,stage5,2023-11-19 - 18:58,stage6
330597,stage6,2023-11-06 - 14:45,stage7
330597,stage7,2023-10-17 - 15:25,Rejected
330598,stage1,2023-07-08 - 22:17,stage2
330598,stage2,2023-06-24 - 08:03,stage3
330598,stage3,2023-07-06 - 09:15,stage4
330598,stage4,2023-08-07 - 13:47,Rejected
330598,stage1,2023-08-03 - 12:12,stage2
330598,stage2,2023-08-19 - 12:28,Rejected
330598,stage1,2023-09-03 - 11:43,stage2
330598,stage2,2023-08-30 - 12:08,Rejected
330598,stage1,2023-09-17 - 22:26,stage2
330598,stage2,2023-09-06 - 09:15,stage3
330598,stage3,2023-10-08 - 07:47,stage4
330598,stage4,2023-08-27 - 22:05,stage5
330598,stage5,2023-10-02 - 08:10,stage6
330598,stage6,2023-09-30 - 14:08,stage7
330598,stage7,2023-11-07 - 15:46,stage8
330600,stage1,2023-05-21 - 12:00,stage2
330600,stage2,2023-05-27 - 12:06,stage3
330600,stage3,2023-08-02 - 06:42,stage4
330600,stage4,2023-08-14 - 07:54,Rejected
330600,stage1,2023-08-16 - 08:25,stage2
330600,stage2,2023-08-28 - 09:06,stage3
330600,stage3,2023-08-28 - 13:06,stage4
330600,stage4,2023-10-08 - 21:16,stage5
330600,stage5,2023-10-12 - 22:20,stage6
330708,stage1,2023-10-04 - 23:12,stage2
330708,stage2,2023-10-21 - 11:29,Rejected
330708,stage1,2023-11-09 - 19:48,stage2
330708,stage2,2023-11-17 - 19:56,Rejected
330708,stage1,2023-10-10 - 20:18,stage2
330708,stage2,2023-10-20 - 20:28,Rejected
330708,stage1,2023-11-19 - 20:58,stage2
330714,stage1,2023-06-08 - 12:18,stage2
330714,stage2,2023-06-24 - 11:34,stage3
330714,stage3,2023-07-12 - 06:21,stage4
330714,stage4,2023-08-17 - 07:57,Rejected
330714,stage1,2023-07-01 - 17:10,stage2
330714,stage2,2023-08-07 - 12:16,Rejected
330714,stage1,2023-08-20 - 21:29,stage2
330714,stage2,2023-08-16 - 10:25,Rejected
330714,stage1,2023-09-13 - 11:53,stage2
330714,stage2,2023-09-09 - 08:18,stage3
330714,stage3,2023-09-23 - 07:32,stage4
330714,stage4,2023-09-22 - 00:00,stage5
330714,stage5,2023-11-11 - 08:50,stage6
330714,stage6,2023-10-06 - 15:14,stage7
330714,stage7,2023-11-20 - 15:59,stage8
330764,stage1,2023-03-22 - 10:31,stage2
330764,stage2,2023-05-04 - 11:14,Rejected
330764,stage1,2023-05-30 - 22:09,stage2
330764,stage2,2023-07-06 - 13:46,stage3
330764,stage3,2023-07-02 - 11:42,Rejected
330764,stage1,2023-07-04 - 13:13,stage2
330764,stage2,2023-09-19 - 10:59,Rejected
330764,stage1,2023-09-16 - 15:56,stage2
330764,stage2,2023-08-09 - 10:18,Rejected
330764,stage1,2023-08-10 - 10:19,stage2
330764,stage2,2023-08-11 - 06:20,Rejected
330764,stage1,2023-09-10 - 11:50,stage2
330764,stage2,2023-08-04 - 12:13,Rejected
330764,stage1,2023-08-20 - 13:29,stage2
330764,stage2,2023-07-27 - 14:05,Rejected
330764,stage1,2023-09-04 - 21:44,stage2
330764,stage2,2023-10-09 - 11:48,Rejected
330764,stage1,2023-09-23 - 12:32,stage2
330764,stage2,2023-09-07 - 13:16,Rejected
330764,stage1,2023-10-18 - 13:57,stage2
330764,stage2,2023-10-11 - 09:50,stage3
330764,stage3,2023-10-02 - 08:41,stage4
330764,stage4,2023-10-31 - 21:39,Rejected
330764,stage1,2023-10-24 - 09:32,stage2
330764,stage2,2023-10-27 - 09:35,stage3
330764,stage3,2023-09-24 - 14:02,Rejected
330764,stage1,2023-10-10 - 13:18,stage2
330764,stage2,2023-10-13 - 13:21,Rejected
330764,stage1,2023-11-08 - 09:47,stage2
330764,stage2,2023-10-19 - 10:27,Rejected
330764,stage1,2023-10-03 - 13:11,stage2
330764,stage2,2023-09-26 - 14:04,stage3
330764,stage3,2023-11-06 - 14:45,stage4
330764,stage4,2023-09-27 - 14:05,stage5
330772,stage1,2023-06-05 - 09:15,stage2
330772,stage2,2023-06-06 - 08:16,Rejected
330772,stage1,2023-08-10 - 23:50,stage2
330772,stage2,2023-08-03 - 16:12,stage3
330870,stage1,2023-09-25 - 09:03,stage2
330870,stage2,2023-09-30 - 09:08,Rejected
330870,stage1,2023-10-11 - 09:19,stage2
330870,stage2,2023-10-07 - 15:15,Rejected
330870,stage1,2023-10-21 - 06:29,stage2
331066,stage1,2023-06-19 - 14:29,stage2
331066,stage2,2023-06-23 - 13:02,stage3
331066,stage3,2023-08-21 - 14:30,Rejected
331066,stage1,2023-08-10 - 11:19,stage2
331066,stage2,2023-09-08 - 22:48,stage3
331066,stage3,2023-08-16 - 14:25,Rejected
331066,stage1,2023-08-02 - 15:11,stage2
331066,stage2,2023-07-31 - 10:09,stage3
331066,stage3,2023-07-27 - 13:05,stage4
331066,stage4,2023-09-25 - 13:34,Rejected
331066,stage1,2023-08-28 - 14:06,stage2
331066,stage2,2023-09-16 - 15:25,stage3
331066,stage3,2023-09-03 - 13:12,stage4
331066,stage4,2023-10-14 - 17:53,stage5
331066,stage5,2023-11-07 - 19:46,stage6
331066,stage6,2023-11-04 - 11:43,stage7
331094,stage1,2023-08-22 - 14:00,stage2
331094,stage2,2023-09-25 - 13:03,Rejected
331348,stage1,2023-06-27 - 08:06,stage2
331348,stage2,2023-07-08 - 10:17,stage3
331348,stage3,2023-09-13 - 08:53,Rejected
331348,stage1,2023-10-05 - 09:44,stage2
331348,stage2,2023-10-19 - 09:58,Rejected
331348,stage1,2023-09-06 - 11:15,stage2
331348,stage2,2023-10-18 - 11:57,stage3
331348,stage3,2023-09-28 - 08:06,Rejected
331348,stage1,2023-11-20 - 12:59,stage2
331348,stage2,2023-10-05 - 14:13,stage3
331704,stage1,2023-09-24 - 01:33,stage2
331704,stage2,2023-10-20 - 13:59,stage3
331704,stage3,2023-09-16 - 17:25,stage4
331704,stage4,2023-09-27 - 17:05,stage5
331704,stage5,2023-11-15 - 13:54,stage6
331704,stage6,2023-11-08 - 12:47,stage7
331704,stage7,2023-10-27 - 16:35,stage8
331771,stage1,2023-11-03 - 16:42,stage2
331771,stage2,2023-10-06 - 10:14,stage3
331771,stage3,2023-09-22 - 15:00,stage4
331771,stage1,2023-08-29 - 12:07,stage2
331771,stage2,2023-08-29 - 12:07,stage3
331771,stage3,2023-10-20 - 12:59,Rejected
331771,stage1,2023-10-13 - 09:52,stage2
331771,stage2,2023-09-25 - 12:03,stage3
331771,stage3,2023-11-05 - 14:44,Rejected
332009,stage1,2023-08-17 - 10:26,stage2
332009,stage2,2023-07-26 - 11:04,stage3
332067,stage1,2023-11-03 - 09:42,stage2
332067,stage2,2023-11-05 - 09:44,stage3
332067,stage1,2023-07-08 - 13:48,stage2
332067,stage2,2023-09-17 - 12:57,Rejected
332067,stage1,2023-09-08 - 15:17,stage2
332067,stage2,2023-10-07 - 10:46,Rejected
332067,stage1,2023-11-03 - 09:42,stage2
332067,stage2,2023-11-05 - 09:44,stage3
332083,stage1,2023-05-19 - 19:29,stage2
332083,stage2,2023-05-23 - 10:02,stage3
332083,stage3,2023-07-02 - 09:11,Rejected
332083,stage1,2023-08-10 - 10:19,stage2
332083,stage2,2023-07-22 - 14:00,stage3
332083,stage3,2023-09-06 - 09:15,Rejected
332087,stage1,2023-10-28 - 08:36,stage2
332087,stage2,2023-10-18 - 12:26,stage3
332156,stage1,2023-09-22 - 15:31,stage2
332156,stage2,2023-09-23 - 15:32,stage3
332156,stage3,2023-10-13 - 10:52,Rejected
332156,stage1,2023-10-12 - 12:51,stage2
332156,stage2,2023-09-26 - 14:35,stage3
332156,stage3,2023-10-18 - 15:57,stage4
332156,stage4,2023-11-13 - 08:52,Rejected
332156,stage1,2023-09-23 - 22:01,stage2
332156,stage2,2023-11-04 - 12:43,stage3
332156,stage3,2023-11-08 - 13:47,Rejected
332156,stage1,2023-09-23 - 14:01,stage2
332156,stage2,2023-09-25 - 14:03,stage3
332156,stage3,2023-09-28 - 14:06,Rejected
332156,stage1,2023-10-11 - 11:19,stage2
332156,stage2,2023-10-13 - 11:21,stage3
332156,stage3,2023-10-29 - 11:37,Rejected
332156,stage1,2023-10-31 - 11:39,stage2
332156,stage2,2023-11-06 - 11:45,stage3
332156,stage3,2023-11-08 - 11:47,stage4
332162,stage1,2023-10-14 - 15:22,stage2
332162,stage2,2023-11-18 - 15:57,Rejected
332162,stage1,2023-10-13 - 17:21,stage2
332247,stage1,2023-05-24 - 19:34,stage2
332247,stage2,2023-05-23 - 10:02,stage3
332247,stage3,2023-07-03 - 09:12,Rejected
332264,stage1,2023-07-02 - 18:42,stage2
332264,stage2,2023-06-03 - 08:13,Rejected
332264,stage1,2023-08-16 - 10:56,stage2
332264,stage2,2023-07-22 - 12:31,Rejected
332264,stage1,2023-08-02 - 12:42,stage2
332264,stage2,2023-08-07 - 12:47,Rejected
332264,stage1,2023-08-09 - 12:49,stage2
332264,stage2,2023-08-15 - 12:55,Rejected
332264,stage1,2023-08-17 - 12:57,stage2
332264,stage2,2023-06-21 - 13:00,stage3
332264,stage3,2023-09-28 - 09:37,Rejected
332291,stage1,2023-06-10 - 22:20,stage2
332291,stage2,2023-07-19 - 14:59,stage3
332291,stage1,2023-04-17 - 19:57,stage2
332291,stage2,2023-03-31 - 09:40,stage3
332411,stage1,2023-07-16 - 09:25,stage2
332411,stage2,2023-07-19 - 09:28,stage3
332411,stage3,2023-08-27 - 14:36,Rejected
332411,stage1,2023-09-18 - 11:27,stage2
332411,stage2,2023-09-23 - 11:32,stage3
332411,stage3,2023-09-26 - 14:35,stage4
332411,stage4,2023-11-10 - 17:49,stage5
332411,stage5,2023-11-20 - 16:59,stage6
332411,stage6,2023-10-06 - 10:14,stage7
332440,stage1,2023-10-31 - 11:39,stage2
332440,stage2,2023-11-19 - 09:58,Rejected
332440,stage1,2023-10-29 - 11:37,stage2
332440,stage2,2023-09-27 - 09:05,stage3
332457,stage1,2023-10-08 - 09:47,stage2
332457,stage2,2023-09-06 - 10:15,Rejected
332457,stage1,2023-09-22 - 11:31,stage2
332457,stage2,2023-10-03 - 11:42,Rejected
332457,stage1,2023-10-20 - 11:59,stage2
332457,stage2,2023-08-23 - 12:01,Rejected
332457,stage1,2023-08-30 - 12:08,stage2
332457,stage2,2023-10-20 - 12:59,stage3
332457,stage3,2023-08-25 - 10:03,stage4
332457,stage4,2023-10-16 - 11:24,stage5
332457,stage5,2023-10-09 - 17:17,stage6
332457,stage6,2023-11-10 - 14:49,stage7
332457,stage7,2023-10-04 - 15:12,stage8
332489,stage1,2023-08-23 - 08:32,stage2
332489,stage2,2023-08-01 - 10:10,stage3
332489,stage3,2023-09-03 - 08:43,Rejected
332489,stage1,2023-10-23 - 09:31,stage2
332489,stage2,2023-10-07 - 11:15,stage3
332778,stage1,2023-08-29 - 18:07,stage2
333735,stage1,2023-11-20 - 08:59,stage2
333735,stage2,2023-09-24 - 09:02,stage3
333735,stage3,2023-10-05 - 21:13,Rejected
333735,stage1,2023-11-20 - 08:59,stage2
333735,stage2,2023-09-24 - 09:02,stage3
333735,stage3,2023-10-03 - 21:11,Rejected
333874,stage1,2023-06-28 - 11:38,stage2
333874,stage2,2023-07-05 - 12:14,Rejected
333874,stage1,2023-08-13 - 14:53,stage2
333874,stage2,2023-08-01 - 11:41,stage3
333874,stage3,2023-07-21 - 13:30,Rejected
333874,stage1,2023-08-24 - 23:02,stage2
333874,stage2,2023-10-14 - 10:53,stage3
333874,stage3,2023-10-11 - 17:50,stage4
333874,stage4,2023-10-21 - 19:29,stage5
333874,stage5,2023-09-25 - 17:03,stage6
334056,stage1,2023-09-11 - 12:51,stage2
334056,stage2,2023-08-05 - 14:14,stage3
334056,stage3,2023-09-19 - 08:28,stage4
334056,stage4,2023-09-09 - 23:18,Rejected
334330,stage1,2023-07-03 - 11:43,stage2
334330,stage2,2023-06-10 - 12:20,Rejected
334330,stage1,2023-08-17 - 22:57,stage2
334330,stage2,2023-07-12 - 07:21,stage3
334330,stage3,2023-09-10 - 13:19,stage4
334330,stage4,2023-08-24 - 14:02,Rejected
334330,stage1,2023-08-29 - 09:07,stage2
334330,stage2,2023-09-28 - 12:37,Rejected
334330,stage1,2023-10-20 - 12:59,stage2
334330,stage2,2023-08-22 - 10:00,stage3
334330,stage3,2023-10-18 - 10:57,stage4
334330,stage4,2023-11-06 - 13:45,stage5
334330,stage5,2023-11-13 - 14:52,stage6
334731,stage1,2023-10-15 - 17:23,stage2
334731,stage2,2023-09-24 - 16:02,Rejected
334731,stage1,2023-10-31 - 01:09,stage2
335317,stage1,2023-10-14 - 13:22,stage2
335317,stage2,2023-11-11 - 13:50,Rejected
335317,stage1,2023-10-24 - 23:32,stage2
335317,stage2,2023-10-27 - 11:35,Rejected
335317,stage1,2023-11-02 - 13:41,stage2
335323,stage1,2023-10-09 - 21:17,stage2
335323,stage2,2023-11-07 - 09:46,Rejected
335323,stage1,2023-10-30 - 11:38,stage2
335323,stage2,2023-11-17 - 08:56,stage3
335447,stage1,2023-09-04 - 17:13,stage2
335447,stage2,2023-10-25 - 10:33,Rejected
335447,stage1,2023-10-02 - 20:10,stage2
335447,stage2,2023-10-15 - 20:23,Rejected
335447,stage1,2023-10-17 - 10:25,stage2
335447,stage2,2023-11-05 - 22:44,stage3
335476,stage1,2023-11-06 - 13:45,stage2
335564,stage1,2023-08-02 - 10:42,stage2
335564,stage2,2023-08-17 - 11:57,stage3
335564,stage3,2023-08-03 - 09:12,Rejected
335564,stage1,2023-07-27 - 00:05,stage2
335564,stage2,2023-09-20 - 09:29,Rejected
335564,stage1,2023-10-03 - 12:42,stage2
335564,stage2,2023-09-11 - 12:20,stage3
335564,stage3,2023-08-23 - 19:01,Rejected
335564,stage1,2023-09-06 - 20:15,stage2
335564,stage2,2023-10-01 - 21:40,Rejected
335564,stage1,2023-10-15 - 21:54,stage2
335564,stage2,2023-08-27 - 22:05,stage3
335564,stage3,2023-10-26 - 00:34,stage4
335705,stage1,2023-10-27 - 08:35,stage2
335705,stage2,2023-09-27 - 13:05,stage3
335705,stage3,2023-11-09 - 17:48,Rejected
335705,stage1,2023-10-20 - 13:28,stage2
335705,stage2,2023-10-23 - 08:31,stage3
335990,stage1,2023-08-09 - 09:49,stage2
335990,stage2,2023-08-19 - 09:59,stage3
335990,stage3,2023-08-04 - 07:13,Rejected
335990,stage1,2023-10-22 - 11:30,stage2
336173,stage1,2023-03-18 - 23:27,stage2
336173,stage2,2023-03-03 - 20:12,Rejected
336223,stage1,2023-09-23 - 15:32,stage2
336223,stage2,2023-10-16 - 11:24,Rejected
336223,stage1,2023-11-05 - 11:44,stage2
336223,stage2,2023-10-28 - 05:36,Rejected
336223,stage1,2023-11-13 - 12:52,stage2
337493,stage1,2023-08-24 - 17:02,stage2
337493,stage2,2023-09-23 - 10:32,stage3
337493,stage3,2023-10-16 - 11:55,Rejected
337493,stage1,2023-09-18 - 11:27,stage2
337493,stage2,2023-09-28 - 11:37,stage3
337493,stage3,2023-10-06 - 11:14,Rejected
337493,stage1,2023-10-15 - 20:23,stage2
337493,stage2,2023-10-28 - 22:36,stage3
337493,stage3,2023-11-10 - 13:49,stage4
337974,stage1,2023-06-23 - 17:33,stage2
337974,stage2,2023-06-21 - 13:31,Rejected
337974,stage1,2023-08-06 - 13:46,stage2
337974,stage2,2023-08-22 - 13:31,Rejected
337974,stage1,2023-10-06 - 12:45,stage2
337974,stage2,2023-09-28 - 09:37,Rejected
337974,stage1,2023-08-26 - 11:04,stage2
337974,stage2,2023-10-08 - 11:47,stage3
337974,stage3,2023-09-22 - 11:00,stage4
338000,stage1,2023-09-14 - 13:23,stage2
338000,stage2,2023-10-18 - 12:26,stage3
378001,stage1,2023-06-09 - 12:19,stage2
378001,stage2,2023-07-01 - 08:41,stage3
378001,stage3,2023-07-30 - 11:39,Rejected
378001,stage1,2023-07-15 - 12:24,stage2
378001,stage2,2023-09-29 - 13:38,Rejected
378001,stage1,2023-09-28 - 14:37,stage2
378001,stage2,2023-09-05 - 10:14,Rejected
378001,stage1,2023-09-03 - 11:12,stage2
378001,stage2,2023-10-04 - 12:43,stage3
378001,stage3,2023-11-08 - 17:47,Rejected
386001,stage1,2023-07-16 - 19:25,stage2
386001,stage2,2023-07-15 - 22:24,Rejected
386001,stage1,2023-07-04 - 20:13,stage2
386001,stage2,2023-07-08 - 17:17,stage3
386001,stage3,2023-07-14 - 13:23,stage4
386001,stage4,2023-08-17 - 12:26,Rejected
386001,stage1,2023-08-31 - 14:40,stage2
386001,stage2,2023-09-06 - 08:46,stage3
386001,stage3,2023-08-24 - 08:33,stage4
386001,stage4,2023-11-19 - 20:58,stage5
386001,stage5,2023-11-02 - 13:41,stage6
386001,stage6,2023-11-19 - 15:58,stage7
386001,stage7,2023-10-07 - 16:15,stage8
392006,stage1,2023-10-05 - 20:13,stage2
392006,stage2,2023-11-12 - 11:51,Rejected
392006,stage1,2022-12-24 - 10:03,stage2
392006,stage2,2023-06-09 - 09:19,stage3
395039,stage1,2023-09-04 - 21:13,stage2
395039,stage2,2023-08-22 - 22:00,stage3
395039,stage3,2023-10-15 - 09:54,stage4
395101,stage1,2023-09-12 - 18:21,stage2
395101,stage2,2023-09-08 - 14:17,Rejected
395101,stage1,2023-09-07 - 08:16,stage2
395101,stage2,2023-09-25 - 08:34,Rejected
395101,stage1,2023-08-22 - 15:00,stage2
395101,stage2,2023-09-17 - 15:26,Rejected
395101,stage1,2023-09-15 - 06:24,stage2
395101,stage2,2023-10-03 - 08:42,stage3
395101,stage3,2023-10-03 - 08:11,Rejected
395101,stage1,2023-09-22 - 20:00,stage2
395101,stage2,2023-09-25 - 09:03,stage3
395124,stage1,2023-09-11 - 13:51,stage2
395124,stage2,2023-09-14 - 13:54,stage3
395124,stage3,2023-09-19 - 08:28,stage4
395124,stage4,2023-09-27 - 21:36,stage5
395124,stage5,2023-11-04 - 11:43,stage6
395124,stage6,2023-10-04 - 14:12,stage7
395124,stage7,2023-10-31 - 16:39,stage8
395160,stage1,2023-06-16 - 19:26,stage2
395160,stage2,2023-06-10 - 11:20,Rejected
395160,stage1,2023-06-08 - 14:18,stage2
395160,stage2,2023-07-03 - 14:43,Rejected
395160,stage1,2023-06-02 - 15:12,stage2
395160,stage2,2023-06-18 - 15:28,Rejected
395160,stage1,2023-07-08 - 22:48,stage2
395160,stage2,2023-07-09 - 22:49,stage3
395160,stage3,2023-07-05 - 13:14,Rejected
395160,stage1,2023-07-28 - 20:37,stage2
395160,stage2,2023-08-06 - 11:15,Rejected
395160,stage1,2023-09-29 - 00:38,stage2
395160,stage2,2023-09-09 - 11:18,Rejected
395160,stage1,2023-09-19 - 11:28,stage2
395160,stage2,2023-10-19 - 15:27,Rejected
395160,stage1,2023-09-30 - 08:08,stage2
395160,stage2,2023-10-11 - 10:19,Rejected
395160,stage1,2023-10-23 - 11:31,stage2
395160,stage2,2023-10-26 - 11:34,Rejected
395160,stage1,2023-09-26 - 12:04,stage2
395160,stage2,2023-11-17 - 12:56,stage3
395160,stage3,2023-10-03 - 13:11,Rejected
395442,stage1,2023-06-23 - 19:02,stage2
395442,stage2,2023-07-24 - 10:33,stage3
395442,stage3,2023-11-02 - 14:41,stage4
395603,stage1,2023-05-22 - 09:01,stage2
395603,stage2,2023-06-09 - 09:19,stage3
395603,stage3,2023-07-12 - 13:21,Rejected
395603,stage1,2023-08-19 - 09:59,stage2
395603,stage2,2023-06-30 - 10:09,Rejected
395603,stage1,2023-08-08 - 10:48,stage2
